name,reviewer,no_stars,review_body,guide,no_reviews,review-date,url,timestamp
Yash Patel,Yash Patel,4.0,"Beautiful historical garden being treated as a tourist place in the heart of Udaipur. The garden is well maintained with scenic fountains and trees. If you love greenery and gardens, would recommend to visit once if you're visiting Udaipur.",Local Guide,150 reviews,9 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:27Z
Thomas Vermeulen,Thomas Vermeulen,5.0,,Local Guide,658 reviews,10 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:27Z
kirti Mali,kirti Mali,5.0,,Local Guide,38 reviews,3 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:27Z
Rahul Taria,Rahul Taria,5.0,One of a key site in Udaipur. You can hear the sound of water like it’s raining where Rani used to spend time with her dasi,Local Guide,53 reviews,2 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:27Z
Devendra Bilaye,Devendra Bilaye,4.0,"Had a good experience in our visit.. Guide gave a brief overview in a short yet entertaining your, about the 5 fountains, with info about their history. Nice place to capture good snaps with your loved ones, especially in the evening..around 5-6pm",,21 reviews,4 weeks ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:27Z
wasim akaram,wasim akaram,5.0,,Local Guide,323 reviews,3 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:27Z
Bharath Bhat,Bharath Bhat,4.0,,Local Guide,130 reviews,9 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:28Z
Manoj Singh,Manoj Singh,3.0,I wasn't able to figure out what's here to visit. A fountain and a garden. That's all. Garden was average but could be visited once. Entry charges were nominal and there was a car parking area big enough for 15-20 cars and Rs 20 parking fee.,Local Guide,77 reviews,a month ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:28Z
Subhash Kumar,Subhash Kumar,5.0,,Local Guide,207 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:28Z
Visalakshi KV,Visalakshi KV,5.0,Beautiful garden. Well lit in the night as well. Calm and serene place to walk around.,Local Guide,104 reviews,3 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:28Z
Rajat Chugh,Rajat Chugh,5.0,"Awesome garden, peaceful and full of historic locations.. must visit if you like nature and historic places",Local Guide,105 reviews,2 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:28Z
Ajay Verma,Ajay Verma,5.0,Saheliyon ki bari is very best place for touring with family.,Local Guide,22 reviews,2 weeks ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:28Z
Abhijit Pal,Abhijit Pal,5.0,One of the most popular place in Udaipur. Beautifully maintained garden.. Restrooms: Clean restroom.,Local Guide,8 reviews,3 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:28Z
Harikrishnan M B,Harikrishnan M B,5.0,,Local Guide,91 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:28Z
Shruti Belure,Shruti Belure,5.0,,Local Guide,64 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:28Z
Ritik Patel,Ritik Patel,5.0,Peaceful garden and lovely to spend time. Worth a visit if you come to Udaipur.,Local Guide,28 reviews,5 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:28Z
Pavan Kumar Maganti,Pavan Kumar Maganti,1.0,Useless place. It charges 20/- per person even for kids. Nothing is there inside. Only fountains. Hiring a guide here is another useless thing. Outside park is there. We could spend a good evening in that park. That's it. Every cab driver and autowala knows that this place is useless but still they will take you there.,Local Guide,128 reviews,2 weeks ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:28Z
Mayuri Rothe,Mayuri Rothe,5.0,Culture rich place with long gardens.. One must visit this lemon tea in front of saheliyon ki Bari.,Local Guide,38 reviews,5 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:28Z
Akay,Akay,4.0,Great Garden with a lot of stories about the Royal Family.,Local Guide,24 reviews,4 weeks ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:28Z
Ravi Kiran Bobba,Ravi Kiran Bobba,4.0,,Local Guide,167 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:28Z
Akshat Patel,Akshat Patel,5.0,,Local Guide,45 reviews,11 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:28Z
HEMANG MEHTA,HEMANG MEHTA,5.0,,Local Guide,67 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:28Z
karthik muraly,karthik muraly,4.0,It's a garden and a small courtyard in udaipur but you will be amazed by the technological brilliance of the fountains designed way back,Local Guide,112 reviews,3 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:28Z
Pashupat Vasmatkar,Pashupat Vasmatkar,5.0,,Local Guide,135 reviews,8 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:29Z
Ronak Dagli,Ronak Dagli,5.0,,Local Guide,100 reviews,a month ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:29Z
Prem Prakash,Prem Prakash,4.0,,Local Guide,111 reviews,8 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:29Z
Harshika Mohta,Harshika Mohta,5.0,,Local Guide,25 reviews,9 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:29Z
Vinay Dubale,Vinay Dubale,4.0,A very calm place with beautiful fountains and garden. A must visit in Udaipur.,Local Guide,11 reviews,4 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:29Z
Nirmal Kumar,Nirmal Kumar,5.0,Unfortunately fountains were under maintenance during our  visit but place was good and really it was cool.,Local Guide,63 reviews,3 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:29Z
Shubham Dalak,Shubham Dalak,3.0,,Local Guide,35 reviews,3 days ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:29Z
Heena Shah,Heena Shah,5.0,This place has the best garden! Visit in golden hours for better photography.. You will get the transportation easily. Also there is parking nearby like 220m from the gate.,Local Guide,93 reviews,8 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:29Z
Dev Kurre,Dev Kurre,4.0,,Local Guide,90 reviews,9 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:29Z
kuriakose mm,kuriakose mm,5.0,,Local Guide,62 reviews,2 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:29Z
Shivam Agrawal,Shivam Agrawal,4.0,,Local Guide,133 reviews,3 weeks ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:29Z
Abhishek Tiwari,Abhishek Tiwari,5.0,,Local Guide,147 reviews,7 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:29Z
Shikha Vakharia,Shikha Vakharia,5.0,Beautifully maintained. There are paintings explaining how ladies used to have fun in that garden.,Local Guide,71 reviews,7 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:29Z
gajanand28,gajanand28,4.0,Very nice and something unique. You need to have a  Guide to understand  the minute things.,Local Guide,68 reviews,3 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:30Z
Mukesh Panchal,Mukesh Panchal,5.0,"Beautiful garden , lovely fountains and pretty flowers..",Local Guide,171 reviews,3 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:30Z
Slawka G. Scarso,Slawka G. Scarso,5.0,Lovely historical park in Udaipur with gorgeous fountains.,Local Guide,175 reviews,2 weeks ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:30Z
Ajay kumar,Ajay kumar,4.0,It's a garden in actual sense. They have maintained it quite good,,34 reviews,4 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:30Z
Radhika Mundhra,Radhika Mundhra,4.0,,Local Guide,36 reviews,11 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:30Z
Amitha Pothukuchi,Amitha Pothukuchi,5.0,,Local Guide,11 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:30Z
Sharan Reddy,Sharan Reddy,4.0,King built this place for the queen to spend time with frnds and sisters I can't believe how they have lived the life. This is called king size,Local Guide,156 reviews,3 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:30Z
Anupam Das,Anupam Das,5.0,A very nice garden to spend a leisurely evening,Local Guide,83 reviews,3 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:30Z
Rajesh V,Rajesh V,5.0,"Very underrated garden. Take a guide, you will understand the history and enjoy the tour.",Local Guide,9 reviews,5 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:30Z
t vijay Kumar,t vijay Kumar,5.0,"The garden has fountains and kiosks, a lotus pool and marble elephants. It was built by Rana Sangram Singh. Must visit place in udaipur",Local Guide,74 reviews,4 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:30Z
Dushyant Sharma,Dushyant Sharma,5.0,,,76 reviews,10 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:30Z
PRERIT ASTTA,PRERIT ASTTA,4.0,,Local Guide,19 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:30Z
Nipun Rajguru,Nipun Rajguru,4.0,"That was good to have good photography.  You see, morning is the good time to visit if you want to enjoy and spend some good time otherwise photography can be done at any time.",,104 reviews,4 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:30Z
tejas desai,tejas desai,5.0,Beautiful garden with fountains all around. So beautiful to watch. There is art/painting museum in center. However the main item to visit is fountain controlled by clapping hands,Local Guide,45 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:30Z
Sushrut SK,Sushrut SK,5.0,,Local Guide,179 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:30Z
Prakash Yadav,Prakash Yadav,5.0,,Local Guide,183 reviews,4 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:30Z
Abhishek P Menon,Abhishek P Menon,4.0,,Local Guide,43 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:30Z
Varun mishra,Varun mishra,4.0,"Mind refreshing tour in the morning, it’s a historic garden adored by numerous of fountains",Local Guide,159 reviews,4 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:30Z
MM Suresh Kumar,MM Suresh Kumar,3.0,,,140 reviews,3 weeks ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:30Z
Kaustubh Kamble,Kaustubh Kamble,5.0,,Local Guide,111 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:30Z
Devashish Manna,Devashish Manna,4.0,,Local Guide,110 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:31Z
Dharmanshu Gupta,Dharmanshu Gupta,5.0,The place is very nice.. Mainly it is a garden area.,Local Guide,41 reviews,a month ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:31Z
Aniket Bhavsar,Aniket Bhavsar,5.0,,Local Guide,170 reviews,10 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:31Z
Atul Yadav,Atul Yadav,5.0,,Local Guide,43 reviews,9 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:31Z
Rahul Kejriwal,Rahul Kejriwal,5.0,Nice small garden. Doesn't take much time. Amazing architecture. Feels like a medieval era water park. Hats off to the architects of this place. Must visit place. Don't skip it.,Local Guide,347 reviews,a month ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:31Z
Swetank Saroj,Swetank Saroj,5.0,,Local Guide,112 reviews,10 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:31Z
Ashma Poojary,Ashma Poojary,5.0,,Local Guide,52 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:32Z
Kanchan Verma,Kanchan Verma,5.0,,Local Guide,58 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:32Z
Makwana Vasumatiben,Makwana Vasumatiben,5.0,Very very nice and clean and clear garden,Local Guide,23 reviews,2 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:32Z
Debashis Meher,Debashis Meher,4.0,Nice place. Having a good beautiful garden. One can get a very good refreshing environment there. Entry fees are also not that high. Water fountains are of very high engineering. Basically this place made by King for his daughter's amusement.,Local Guide,134 reviews,3 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:32Z
vaibhav k,vaibhav k,5.0,Good place to visit. In short it's a garden with fountain all over. The garden was used by queen and her friend for playing and resting. The fountain are very nice and garden is also nice. Good place for photoshoot. U can see the photos,Local Guide,294 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:32Z
NIDHI (Nids),NIDHI (Nids),5.0,This bari was made for ranis to spend time with their friends and exploring dis bari feels like how huge life our ranis n raja have lived in their era..amazing,Local Guide,84 reviews,6 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:32Z
Sahil Paudel,Sahil Paudel,5.0,,Local Guide,175 reviews,11 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:32Z
Krunal Patel,Krunal Patel,4.0,Good place to visit while you are in Udaipur,Local Guide,157 reviews,3 weeks ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:32Z
ravi teja,ravi teja,3.0,,Local Guide,165 reviews,11 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:32Z
Kamran,Kamran,5.0,Good place to visit. Having such a wonderful garden and plants inside of it. Good place for photoshoot which gives a touch of queen's era of 17th century.,Local Guide,50 reviews,7 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:32Z
Vishruti Prajapati,Vishruti Prajapati,4.0,,Local Guide,18 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:32Z
Dharitri Panigrahy,Dharitri Panigrahy,4.0,Good historical place. Total 5 fountains are there and garden is there.,Local Guide,122 reviews,5 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:32Z
Lss Laxman Singh,Lss Laxman Singh,5.0,,Local Guide,19 reviews,7 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:32Z
Diksha,Diksha,5.0,,Local Guide,249 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:32Z
Raj Shah,Raj Shah,4.0,Beautiful place to spend time with family. Beautiful Gardens & fountains which has historical stories are must watch. AVOID HIRING GUIDES HERE.,Local Guide,90 reviews,3 days ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:32Z
Anurag Dhaka,Anurag Dhaka,5.0,"Nice place to visit while on tour to Udaipur. Very well maintained garden, with cloudy weather, pics turns very scenic.",Local Guide,10 reviews,6 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:33Z
Umakant Chaurasiya,Umakant Chaurasiya,4.0,,Local Guide,142 reviews,6 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:33Z
Neha Chandel,Neha Chandel,4.0,Beautiful & serene place 🙌🏻. With 5 wonderful fountains associated with the history which is very interesting to know. And so much greenery around.. A real treat for the eyes & mind ❤❤,,9 reviews,6 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:33Z
VISHAL PATANGE,VISHAL PATANGE,4.0,,Local Guide,82 reviews,9 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:33Z
Himanshi,Himanshi,5.0,There is a swimming pool . And park inside . It's beautiful inside,Local Guide,62 reviews,a month ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:33Z
Dr. Rashi Agarwal,Dr. Rashi Agarwal,4.0,,Local Guide,118 reviews,11 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:33Z
Arpit bathla,Arpit bathla,4.0,Beautiful place to click pictures and everything.,Local Guide,194 reviews,2 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:33Z
Tina Boudreault,Tina Boudreault,5.0,"Really loved this garden! If you are close by, you should take the opportunity. 100 rupees for foreigners.",Local Guide,262 reviews,7 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:33Z
Shoaib Syed,Shoaib Syed,5.0,"Saheliyon ki Bari, also known as the Garden of Maidens. A great escape from the busy city and shows the beauty and elegance of the region. Saheliyon ki Bari is a must-visit destination if you are in Udaipur.",Local Guide,28 reviews,6 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:33Z
0085_Parth Jani,0085_Parth Jani,5.0,,Local Guide,131 reviews,10 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:33Z
Rutu Dhandhalya,Rutu Dhandhalya,5.0,,Local Guide,74 reviews,2 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:33Z
ARYAN SUMAN,ARYAN SUMAN,5.0,,Local Guide,48 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:33Z
PAWAN NAGPAL,PAWAN NAGPAL,5.0,Well maintained and most greenery area.. Restrooms: Neat and clean..,Local Guide,71 reviews,3 weeks ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:33Z
NEHA SHARMA,NEHA SHARMA,5.0,Nice garden with so many fountains so cool place to visit s. Picnic area: Wide picnic area with fountains and so many trees and greenery,Local Guide,21 reviews,7 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:33Z
Aaditya Bhidodiya,Aaditya Bhidodiya,5.0,"So beautiful garden , and there also fountain. Best place to photoshoot. Birds and squirrel found easily to click their photo. Entry only 20₹ per person",Local Guide,12 reviews,8 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:33Z
Raju Saha,Raju Saha,4.0,Great place to visit. Our experience there was amazing. 1st time I had seen water fountain without any electricity which was built ~400 years ago,Local Guide,11 reviews,2 weeks ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:33Z
Sarvesh Patil,Sarvesh Patil,5.0,Saheliyon-ki-Bari is a major garden and a popular tourist space in Udaipur in the Indian state of Rajasthan. It was built by Rana Sangram Singh.,Local Guide,2 reviews,2 weeks ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:33Z
Vaibhav,Vaibhav,4.0,,Local Guide,151 reviews,a year ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:33Z
Vikas Adiwal,Vikas Adiwal,5.0,"We spotted lots of wild animals. However, the road wasn't in the best condition, and it's important to maintain a minimum speed of 40km/h without stopping to reach the next checkpost within one hour to avoid penalties. Despite this, the forest atmosphere was fantastic.",,5 reviews,a month ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:33Z
Mahek Gandhi,Mahek Gandhi,4.0,"It's a nice small garden with multiple fountains. Go here if you still have time, don't go out of your way to visit. It's good and we had fun, but it was nothing special. Don't fall for the guide scam here",Local Guide,34 reviews,3 months ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:33Z
Aditya Bhattacharya,Aditya Bhattacharya,3.0,It's just an okay place to visit. The only major attraction is the sound activated fountain. The gardens are clean and green with lot of trees and flower plants. Tickets are cheap compared to other attractions in Udaipur.,Local Guide,301 reviews,a month ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:33Z
Naresh Dawar,Naresh Dawar,4.0,,Local Guide,434 reviews,2 years ago,"https://www.google.com/search?q=saheliyon+ki+bari#lrd=0x3967e5d77db7d277:0x9d61a020249ce441,1,,,,",2024-01-28T21:48:33Z
